3,1,"[흑자전환의 열쇠, 생산 공정기술]LG실트론은 반도체 칩의 핵심 기초소재인 반도체용 웨이퍼를 국내에서 유일하게 제조판매하는 전문기업입니다. 300㎜ 웨이퍼 분야에서 지난해 시장점유율 세계 4위를 기록했습니다. 그러나 업체 간 치열한 경쟁과 엔저효과로 지난 2013, 2014년에는 적자를 기록했습니다. 이러한 어려운 상황에서 LG실트론은 수익성이 떨어지는 사업을 정리하고 재료비 절감, 공정 수율 개선활동으로 2015년 매출액 7774억원, 영업이익 54억원을 기록하며 흑자전환에 성공했습니다. 또한 중국 시장 수출로 새로운 수익을 창출하고 있습니다. 공정기술은 세계를 향한 LG실트론의 경쟁력을 뒷받침하는 직무입니다. 철저한 생산관리로 원가를 절감하고, 효율적인 공정기술 개발로 고객사가 만족할 수 있는 제품을 생산하겠습니다. 그 결과 LG실트론의 생산공정 전반을 책임지는 마에스트로가 되는 것이 저의 비전입니다.생산전문가가 되기 위해, 첫 번째, 생산에 대한 이해를 갖추었습니다. 모든 재료에 기초가 되는 재료과학에서 A학점을 취득했습니다. 2014년 2학기에는 ‘0000’라는 철강 시뮬레이션 대회에 참가하였습니다. 대회에 참가하면서 생산관리가 제품의 단가와 품질에 얼마나 큰 영향을 끼치는가를 알게 되었습니다. 생산공정의 흐름을 이해하고, 효과적인 품질관리 방법을 배우고자 6시그마 GB를 취득하였습니다. 캐터필터 실습으로 문제 해결을 위해 DMAIC 방법으로 프로세스를 개선하는 법을 배웠고, 미니탭 사용법을 익혀 공정분석과 통계적 분석 능력을 키웠습니다.두 번째, 소통하는 능력을 갖추었습니다. 모듈 하나를 완성하기 위해서는 많은 부서 간에 소통과 협력이 필요합니다. 저는 아동봉사활동, 해외봉사활동 및 유니클로 PT 경험 등의 다양한 조직생활을 경험하였고, 이를 통해 많은 사람의 생각을 듣고 대화하며 타인과 소통하는 방법을 배웠습니다."
3,7,"[성공을 위하 방법]최고의 성과를 달성하기 위해 노력한 경험이 있습니다. 2015년 1월, 00대학교에서 운영하는 동계 해외 봉사 활동에 참여하였습니다. 프로그램을 고민하던 중 봉사단과 태권도 교육의 홍보를 강남스타일의 코믹한 안무에 태권도 동작을 결합한 태권무를 기획하였습니다. 완성도 있는 태권무를 완성하기 위해 태권도장 관장님께 찾아가 조언을 얻고, 인터넷에서 태권도 시범단의 공연을 참고하였습니다. 안무가 정해지고, 남은 할 일은 열심히 연습하는 것뿐이었습니다. 칼 군무 처럼 맞추기 위해 동영상 촬영을 통해 조원들과 동작 하나하나를 연습했습니다. 저와 조원들은 소통과 협동으로 태권무를 완성했고, 필리핀에서 성공적으로 공연을 선보일 수 있었습니다.이 경험을 통해 문제를 해결하기 위해 꼼꼼한 분석과, 팀워크가 반드시 필요하다는 것을 알게 되었습니다. 이는 생산_공정기술 직무에서 생산과정의 문제를 해결하고 효율적인 생산공정을 만들기 위한 좋은 습관이 될 것입니다."
3,1,"「Only One」교수님께 상담을 받으러 갔을 때, 연구실을 둘러보던 중 구석에 있는 원뿔 기둥 모양의 검은 덩어리를 보고 의문을 품었습니다. 저게 뭐지? 교수님께서 맞춰보라고 하셨고, 저는 덩어리를 만져보고 들어봤지만 알 수 없었습니다. 그 검은 덩어리는 실리콘 잉곳이었습니다. “이걸 얇게 잘라내면 이게 된다.”라고 하시며 보랏빛 원판을 보여주셨습니다. 이것이 저와 Si Wafer의 첫 만남이었습니다. 이후 전공 수업을 들으면서 Si Wafer가 반도체 산업의 핵심이며 그 중심에 LG 실트론이 있다는 것을 알게 되었습니다. 국내 유일의 Si Wafer 제조사라는 자긍심을 갖고 싶어 LG실트론 생산-공정기술 직무에 도전하고 싶었습니다.저는 생산-공정기술 직무에 적합한 인재가 되기 위해 다음과 같은 역량을 쌓았습니다.첫째, 전공지식 함양입니다. 직무를 수행하기 위해서는 반도체와 Si Wafer에 관한 지식과 공정에 대한 이해가 필요합니다. 재료과학, 반도체공학, 복합재료와 같은 과목을 통해 Si Wafer 제조공정 과정과 박막 성장에 대한 지식을 넓혔습니다. 또 재료분석실험과 같은 실험을 통해 박막에 대한 공정이해도를 키웠습니다.둘째, 소통력입니다. 생산-공정기술 직무는 여러 공정 간의 협력이 무엇보다 중요하고, 이를 위해서는 소통력이 필요하다고 생각합니다. 저는 창의적 재료설계와 창의융합 캡스톤 디자인과 같은 팀 프로젝트를 통해 때로는 팀장으로, 때로는 팀원으로 과제를 해결했습니다. 이를 통해 프로젝트 진행 간에 발생할 수 있는 문제를 해결할 수 있는 소통력과 문제해결력을 키웠습니다.제가 LG 실트론에서 생산-공정기술 직무로 이루고 싶은 목표는 Si Wafer 생산의 불량률을 낮추는 것입니다. Si Wafer 단위 공정의 최적화를 통한 수율 안정화를 수립하고, 생산 효율을 증대시켜 더 많은 제품을 생산하도록 하겠습니다. 반도체 시장의 활성화로 인한 Si Wafer 수요가 급증하는 현실에서, LG 실트론의 글로벌 점유율을 높이는 데 기여하겠습니다."
3,7,"「도전으로 로망을 이루다.」대학 특성화 사업의 일환이었던 0000 연수 프로그램에 선발된 것입니다. 대학생의 로망인 해외탐방을 지원해주는 이 프로그램은 학생들끼리 팀을 구성해서 자율적으로 연수를 계획하는 것이 주제였습니다. 서류로 평가되는 선발 방식이었기 때문에 해외 산업체 관계자와 서신 교환으로 방문 허가를 받는 것, 현지에서의 이동 수단, 예상 경비를 계산하는 등 전체적인 방향을 꼼꼼하게 기획했습니다. 또 어학 능력을 키우기 위해 어학교육원에서 수업을 듣고, 사업단 세미나를 듣는 등의 준비를 했습니다. 팀장으로서 연수 일정에 대한 팀원 간의 의견 차이를 해결하기 위해 자유롭게 회의를 진행했고 문제를 해결하기 위해 앞장섰습니다. 이러한 노력으로 0000 프로그램에 선발될 수 있었고 7박 8일 동안 Intel, Lam Research와 같은 산업체의 Fab과 Stanford 대학의 Lab을 견학하면서 효율적인 공정의 필요성과 Wafer 품질의 중요성을 깨달았습니다."
7,1,"[실무 능력과 전공 지식을 겸비한 인재]2015년 겨울 방학에 모바일 디스플레이를 납품하는 업체에서 근무했습니다. 저는 OLED 디스플레이의 PCB와 필름의 부착 확인 및 십자형 모양의 Align 검사 업무를 맡았습니다. 공정에 차질이 생기지 않도록 책임감을 갖고 꼼꼼히 작업한 결과 불량률 0%의 성과를 낼 수 있었습니다. 이러한 경험을 통해 디스플레이 제조 공정에 대해 배우며 실무 능력을 길렀습니다.회로이론과 전자회로를 수강하며 회로에 흥미를 갖고 있던 중 생산 현장에서 근무하며 디스플레이에 관심을 갖게 되어 자세히 배우고 싶었습니다. 두 가지 모두를 만족 시킬 수 있는 KIDS DISPLAY SCHOOL을 알게 되었습니다. 현업에 종사하는 분들의 강의를 들으며 디스플레이의 회로 구성과 생산 공정, 작동 원리 등 디스플레이 전반에 대한 전문 지식을 습득했습니다. 그 후 디지털 시스템 설계, DSP 설계 강의를 수강하며 회로 설계 역량을 키웠습니다. 설계 과정에서의 노력을 통한 성장과 완성 후의 뿌듯함을 통해 설계의 매력을 느꼈습니다. 이러한 뿌듯함을 LG디스플레이에서 느끼고 싶어 회로설계 직무에 지원하게 되었습니다.[멈추지 않는 display]저의 목표는 끊임없이 도전하고 성장하며 새로운 가치를 창출하는 것입니다.LG디스플레이는 CES 2016에서 '롤러블 디스플레이', '양면 디스플레이'를 발표하며 우수한 기술력을 세계에 자랑했습니다. 2015 LG display technical talk와 2016 월드 IT 쇼에 참석하여 투명 디스플레이로 구현한 냉장고와 창문, 얇고 선명한 77인치 시그니처 OLED TV를 통해 LG 디스플레이의 기술력을 직접 확인 할 수 있었습니다.이렇게 멈추지 않고 도전하며 새로운 가치를 창조하는 LG디스플레이는 저의 목표를 실현하며 역량을 펼칠 수 있는 곳이라고 생각합니다. 다양한 경험으로부터 얻은 실무 능력과 전문 지식으로 LG디스플레이에 기여하며 사람들이 꿈꾸는 디스플레이를 현실로 실현하겠습니다."
7,7,"[도전을 성공시킨 팀워크]2학년 때 컴퓨터 동아리 임원을 맡아 작품을 전시하는 '학술제'를 진행했습니다. 이전까지의 학술제는 참여도가 저조했기 때문에 목표를 전년 대비 참여율 100% 향상으로 정했습니다.기존과 다르게 컴퓨터에 관심 없는 사람도 흥미를 느낄 수 있는 게임을 만들기로 하고 A팀은 개발을, 제가 속한 B팀은 홍보 및 기획을 맡았습니다. A팀은 개발 규모를 키우길 원했지만 시간이 촉박해 저희는 반대했습니다. 두 팀의 합의점을 찾기 위해 회의를 진행했습니다. 그 결과 A팀의 원하는 규모의 80%를 우선 진행한 후, 다른 업무가 끝나면 A팀의 업무를 도와서 완성도를 높이기로 했습니다. 이렇게 부족한 부분은 서로 돕고, 문제가 생기면 소통하며 노력했습니다.그 결과 전년 대비 참여율은 150%, 신입 부원 수는 30% 증가하며 성공적으로 학술제를 마쳤습니다.[위기를 기회로 만든 노력]4학년 때 '0000'을 주제로 프로젝트를 진행했습니다. 기존 시스템의 정밀성과 소비전력을 보완하여 소비 전력의 5% 이상 감소시키는 것을 목표로 정했습니다. 근접센서를 이용해 정밀성을 높였지만 전력 변화량은 미세했습니다. '감마값 조절을 통한 출력 밝기 수정', '적외선, 저주파 통과 필터 사용' 등의 방법을 시도했지만 만족스러운 결과를 얻지 못했습니다.끊임없이 고민한 결과 적절한 방안을 찾았습니다. 프로젝트에 사용한 기기는 흰색을 표현할수록 전력 소비가 큰 OLED 디스플레이가 장착된 기기입니다. 이를 이용해서 책이나 기사를 볼 때와 같이 화면의 흰색 비율이 높은 경우에 최적 가독성을 나타내도록 밝기를 조절했습니다. 그 결과 평균 소비전력이 1,237mW에서 1,124mW로 10% 가까이 감소했습니다. 정밀성과 가독성 또한 향상시키는 만족스러운 결과를 만들었습니다.위의 두 가지 경험을 살려 입사 후에도 도전적인 목표를 세우고, 팀원들과 협업하며 목표를 달성하기 위해 끊임없이 노력하는 인재가 되겠습니다."
7,6,"(2014)전자기학1 /A+논리회로 /논리회로 기초 학습 /B+회로이론 /회로 설계 기초 학습 /B+전자회로 /전자 회로 및 반도체 기초 학습 /B+신호 및 시스템 /신호의 분석 및 처리 /A+정보통신 기초 실습 1,2 /A+,B+(2015)디스플레이 공학1 /B+(2016)정보통신 프로젝트 /모바일 기기의 자동 밝기 시스템 개선 /A반도체 소자 /A"
3,1,"[신뢰, 엔지니어의 자질 ]디스플레이는 TV, 스마트폰, 자동차, 노트북 등 많은 분야에서 핵심적인 역할을 하고 있습니다. 때문에 사람과 가장 가까운 곳에서 사람을 돕는 핵심기술인 디스플레이 분야의 엔지니어가 되고 싶었습니다.그중 기업의 영업이익률과 고객 만족을 위해 가장 우선시되야 하는 품질, 그것을 위한 생산기술 분야에서 최고의 엔지니어가 되는 것을 목표로 하게 되었습니다.저는 CAD/CAM과 기계제작법을 통해 제품에 따른 가공법과 경제적 생산을 위한 공정 선정법을 배웠습니다. 또한 생산 공정의 자동화에 따른 제어 지식과 기계 제작 실습을 통해 장비 운영 기술도 습득하였습니다.실습을 통해 공정 시간과 공작물을 고려하여 고품질의 제품을 얻기 위해 공정장비를 체크해 가며 선반, 밀링 가공을 진행하였습니다. 또한 MC, WIRE 가공을 수행할 때 직접 NC코드를 짜고 입력하여 발생하는 문제점들을 개선해 나가며 공정을 진행한 경험이 있습니다.저의 지식과 경험을 활용하여 LGD가 품질로 세계적인 신뢰의 기업으로 나아가는데 보탬이 되겠습니다.[경청, 소통의 덕목]생산 직무에 있어 의사소통능력은 중요한 역량 중 하나입니다. 저는 ‘경청’이라는 소통능력을 통해 조직 간 갈등을 해결한 경험이 있습니다.군시절 과도한 업무로 부대원들이 불만을 표하기 시작했고 이로 인해 직원들과의 사이가 악화되었습니다. 외출도 나가지 못하게 되는 상황에 이르러, 불만을 표출하는 것만으로는 문제를 해결할 수 없다고 판단하였습니다. 이를 해결하고자 저는 업무를 마친 후 직원분들께 먼저 다가가 많은 대화를 시도하며, 직원분들의 이야기를 경청하였습니다. 개인휴식 시간을 반납해야 했지만 서로의 이야기에 귀 기울이고, 나누면서 저도 대원들의 불만과 개선사항을 말할 수 있었습니다. 이처럼 갈등을 해결하고 협력이 필요할 때, 필요한 것은 ‘경청과 적극적인 태도’ 라고 생각합니다.저의 소통 능력으로 팀뿐만 아니라 부서 간의 원만한 협력관계로 LGD의 생산성 증대에 이바지하겠습니다."
3,7,"[문돌이에서 기계공학과 장학생으로]저는 0000대에서 군생활을 하였습니다. 그곳에서 헬기, 발전기, 운용기 등 항공기계 관련 정비를 하면서 기계관련 분야에 흥미를 갖게 되었습니다. 이로 인해 당시 문과였지만 기계공학과로의 편입에 도전하게 되었습니다. 처음 접한 대학수학과 대학원 수준의 영어로 포기하고 싶을 때도 많았지만 실패하더라도 일단 도전하자는 마음가짐으로 아침부터 밤까지 학원에 붙어있었습니다. 노력 끝에 결국 제가 가고 싶었던 00대 기계공학과에 합격 할 수 있었습니다. 편입성공의 기쁨과 동시에 학부공부라는 또 다른 난관에 부딪히게 되었고, 전공에 대한 무지함이 당연했지만 거기서오는 답답함이 저를 초라하고 힘들게 만들었습니다. 하지만 도전적인 목표 성공에 대한 자신감과 전공에 대한 흥미로 선배들과 친구들을 괴롭혀 가며 학부진도를 따라잡기 위해 공부하였습니다. 그 결과 재학생들과의 경쟁에서 밀리지 않고 성적 장학금을 받을 수 있었습니다.저는 이 경험을 통해 도전을 통해 얻는 성취감의 희열과 도전은 곧 저를 성장시키는 연료라는 것을 알게 되었습니다.최고의 품질로 고객이 꿈꾸는 세상을 보여주기 위해 끊임없이 나아가는 LG디스플레이에서 새로운 도전을 두려워하지 ‘LGD인’으로써 LG디스플레이의 성장에 보탬이 되겠습니다."
3,1,"[디스플레이의 현재와 미래]처음 디스플레이에 관심을 가지게 된 계기는 LG디스플레이 AP2담당 최홍석 상무님의 ‘LTPS/OLED 기술개요’ 란 특강을 들으면서입니다. OLED가 스위치 TFT와 함께 어떤 원리로 빛을 내게 되는지 알게 되며 더 자세히 알고 싶어졌고 디스플레이에 대해 공부하기 시작하였습니다.CES2017의 프리미엄 TV부분에서의 화두는 역시 LG의 OLED와 삼성의 QLED의 대결일 것입니다. 삼성이 유망 소자인 QLED를 이용한 TV를 선보인다는 소식에 재빠르게 정보를 수집하였으나, 역시 진정한 QLED가 아닌 퀀텀닷 필름을 LCD TV에 적용한 제품이었습니다.오히려 nano cell TV가 색재현율에서 우수한 성능을 뽐내 LCD부분에서 조차 압도하였습니다.역량을 기르고자 졸업프로젝트를 통해 최근 반도체 소자에 대해 연구하게 되었습니다. 최종 주제는 0000를 비교, 분석하여 영어발표 하는 것이었습니다. GaN HEMT는 2DEG가 형성되지 않아 막혔습니다. GaN이 자발극성과 압전극성 때문에 10^13(cm^2/Vs) 의 캐리어 농도가 형성되어 따로 도핑 해줄 필요가 없다는 점을 알게 되었고, 이를 토대로 성공적인 분석을 하였습니다. 그 결과 GaN 때문에 형성되는 캐리어 농도를 구조를 설명하며 물리화학적으로 상세히 증명했다는 점과 영어발표가 자연스러웠다는 점에서 좋은 평가를 받았습니다.TFT-LCD와 OLED는 현재 LG디스플레이의 주력 상품입니다. 저는 이 둘의 다이오드를 작동시키는 TFT가 무엇보다 중요하다고 생각합니다. 스위치와 구동을 담당하는 TFT의 품질이 곧 디스플레이의 품질이기 때문입니다. 그렇기에 공정팀에서 TFT의 불량에 대해 선행 관리, 품질 개선을 하고 나아가 생산 장비를 철저히 관리하고자 공정업무에 지원하였고, 디스플레이 부분에서 최고의 기술력을 보유한 LG디스플레이에 지원하는 것은 자연스러운 일이었습니다."
